Season,TeamA,TeamB,Round
2023,1245,1268,6
2023,1245,1452,6
2023,1245,1429,6
2023,1245,1301,6
2023,1245,1158,6
2023,1245,1202,6
2023,1245,1364,6
2023,1245,1343,6
2023,1245,1369,6
2023,1245,1394,6
2023,1245,1222,3
2023,1245,1400,4
2023,1245,1462,4
2023,1245,1231,1
2023,1245,1274,2
2023,1245,1235,4
2023,1245,1401,4
2023,1245,1234,3
2023,1245,1120,3
2023,1245,1336,4
2023,1245,1280,4
2023,1245,1338,4
2023,1245,1179,2
2023,1245,1244,4
2023,1245,1159,4
2023,1245,1297,3
2023,1245,1242,5
2023,1245,1417,5
2023,1245,1211,5
2023,1245,1163,5
2023,1245,1388,5
2023,1245,1395,5
2023,1245,1321,5
2023,1245,1116,5
2023,1245,1228,5
2023,1245,1129,5
2023,1245,1113,5
2023,1245,1305,5
2023,1245,1433,5
2023,1245,1233,5
2023,1245,1213,5
2023,1245,1421,5
2023,1245,1224,5
2023,1244,1345,6
2023,1244,1266,6
2023,1244,1243,6
2023,1244,1397,6
2023,1244,1181,6
2023,1244,1246,6
2023,1244,1277,6
2023,1244,1272,6
2023,1244,1194,6
2023,1244,1425,6
2023,1244,1344,6
2023,1244,1331,6
2023,1244,1418,6
2023,1244,1286,6
2023,1244,1436,6
2023,1244,1192,6
2023,1244,1411,6
2023,1244,1104,6
2023,1244,1112,6
2023,1244,1124,6
2023,1244,1438,6
2023,1244,1361,6
2023,1244,1166,6
2023,1244,1281,6
2023,1244,1268,6
2023,1244,1452,6
2023,1244,1429,6
2023,1244,1301,6
2023,1244,1158,6
2023,1244,1202,6
2023,1244,1364,6
2023,1244,1343,6
2023,1244,1369,6
2023,1244,1394,6
2023,1244,1222,4
2023,1244,1400,3
2023,1244,1462,1
2023,1244,1231,4
2023,1244,1274,4
2023,1244,1235,2
2023,1244,1401,3
2023,1244,1234,4
2023,1244,1120,4
2023,1244,1336,3
2023,1244,1280,2
2023,1244,1338,2
2023,1244,1179,4
2023,1244,1245,4
2023,1244,1159,3
2023,1244,1297,4
2023,1244,1242,5
2023,1244,1417,5
2023,1244,1211,5
2023,1244,1163,5
2023,1244,1388,5
2023,1244,1395,5
2023,1244,1321,5
2023,1244,1116,5
2023,1244,1228,5
2023,1244,1129,5
2023,1244,1113,5
2023,1244,1305,5
2023,1244,1433,5
2023,1244,1233,5
2023,1244,1213,5
2023,1244,1421,5
2023,1244,1224,5
2023,1159,1345,6
2023,1159,1266,6
2023,1159,1243,6
2023,1159,1397,6
2023,1159,1181,6
2023,1159,1246,6
2023,1159,1277,6
2023,1159,1272,6
2023,1159,1194,6
2023,1159,1425,6
2023,1159,1344,6
2023,1159,1331,6
2023,1159,1418,6
2023,1159,1286,6
2023,1159,1436,6
2023,1159,1192,6
2023,1159,1411,6
2023,1159,1104,6
2023,1159,1112,6
2023,1159,1124,6
2023,1159,1438,6
2023,1159,1361,6
2023,1159,1166,6
2023,1159,1281,6
2023,1159,1268,6
2023,1159,1452,6
2023,1159,1429,6
2023,1159,1301,6
2023,1159,1158,6
2023,1159,1202,6
2023,1159,1364,6
2023,1159,1343,6
2023,1159,1369,6
2023,1159,1394,6
2023,1159,1222,4
2023,1159,1400,1
2023,1159,1462,3
2023,1159,1231,4
2023,1159,1274,4
2023,1159,1235,3
2023,1159,1401,2
2023,1159,1234,4
2023,1159,1120,4
2023,1159,1336,2
2023,1159,1280,3
2023,1159,1338,3
2023,1159,1179,4
2023,1159,1245,4
2023,1159,1244,3
2023,1159,1297,4
2023,1159,1242,5
2023,1159,1417,5
2023,1159,1211,5
2023,1159,1163,5
2023,1159,1388,5
2023,1159,1395,5
2023,1159,1321,5
2023,1159,1116,5
2023,1159,1228,5
2023,1159,1129,5
2023,1159,1113,5
2023,1159,1305,5
2023,1159,1433,5
2023,1159,1233,5
2023,1159,1213,5
2023,1159,1421,5
2023,1159,1224,5
2023,1297,1345,6
2023,1297,1266,6
2023,1297,1243,6
2023,1297,1397,6
2023,1297,1181,6
2023,1297,1246,6
2023,1297,1277,6
2023,1297,1272,6
2023,1297,1194,6
2023,1297,1425,6
2023,1297,1344,6
2023,1297,1331,6
2023,1297,1418,6
2023,1297,1286,6
2023,1297,1436,6
2023,1297,1192,6
2023,1297,1411,6
2023,1297,1104,6
2023,1297,1112,6
2023,1297,1124,6
2023,1297,1438,6
2023,1297,1361,6
2023,1297,1166,6
2023,1297,1281,6
2023,1297,1268,6
2023,1297,1452,6
2023,1297,1429,6
2023,1297,1301,6
2023,1297,1158,6
2023,1297,1202,6
2023,1297,1364,6
2023,1297,1343,6
2023,1297,1369,6
2023,1297,1394,6
2023,1297,1222,1
2023,1297,1400,4
2023,1297,1462,4
2023,1297,1231,3
2023,1297,1274,3
2023,1297,1235,4
2023,1297,1401,4
2023,1297,1234,2
2023,1297,1120,2
2023,1297,1336,4
2023,1297,1280,4
2023,1297,1338,4
2023,1297,1179,3
2023,1297,1245,3
2023,1297,1244,4
2023,1297,1159,4
2023,1297,1242,5
2023,1297,1417,5
2023,1297,1211,5
2023,1297,1163,5
2023,1297,1388,5
2023,1297,1395,5
2023,1297,1321,5
2023,1297,1116,5
2023,1297,1228,5
2023,1297,1129,5
2023,1297,1113,5
2023,1297,1305,5
2023,1297,1433,5
2023,1297,1233,5
2023,1297,1213,5
2023,1297,1421,5
2023,1297,1224,5
2023,1242,1345,6
2023,1242,1266,6
2023,1242,1243,6
2023,1242,1397,6
2023,1242,1181,6
2023,1242,1246,6
2023,1242,1277,6
2023,1242,1272,6
2023,1242,1194,6
2023,1242,1425,6
2023,1242,1344,6
2023,1242,1331,6
2023,1242,1418,6
2023,1242,1286,6
2023,1242,1436,6
2023,1242,1192,6
2023,1242,1411,6
2023,1242,1104,6
2023,1242,1112,6
2023,1242,1124,6
2023,1242,1438,6
2023,1242,1361,6
2023,1242,1166,6
2023,1242,1281,6
2023,1242,1268,6
2023,1242,1452,6
2023,1242,1429,6
2023,1242,1301,6
2023,1242,1158,6
2023,1242,1202,6
2023,1242,1364,6
2023,1242,1343,6
2023,1242,1369,6
2023,1242,1394,6
2023,1242,1222,5
2023,1242,1400,5
2023,1242,1462,5
2023,1242,1231,5
2023,1242,1274,5
2023,1242,1235,5
2023,1242,1401,5
2023,1242,1234,5
2023,1242,1120,5
2023,1242,1336,5
2023,1242,1280,5
2023,1242,1338,5
2023,1242,1179,5
2023,1242,1245,5
2023,1242,1244,5
2023,1242,1159,5
2023,1242,1297,5
2023,1242,1417,4
2023,1242,1211,4
2023,1242,1163,3
2023,1242,1388,3
2023,1242,1395,4
2023,1242,1321,4
2023,1242,1116,2
2023,1242,1228,2
2023,1242,1129,4
2023,1242,1113,4
2023,1242,1305,4
2023,1242,1433,3
2023,1242,1233,3
2023,1242,1213,4
2023,1242,1421,4
2023,1242,1224,1
2023,1417,1345,6
2023,1417,1266,6
2023,1417,1243,6
2023,1417,1397,6
2023,1417,1181,6
2023,1417,1246,6
2023,1417,1277,6
2023,1417,1272,6
2023,1417,1194,6
2023,1417,1425,6
2023,1417,1344,6
2023,1417,1331,6
2023,1417,1418,6
2023,1417,1286,6
2023,1417,1436,6
2023,1417,1192,6
2023,1417,1411,6
2023,1417,1104,6
2023,1417,1112,6
2023,1417,1124,6
2023,1417,1438,6
2023,1417,1361,6
2023,1417,1166,6
2023,1417,1281,6
2023,1417,1268,6
2023,1417,1452,6
2023,1417,1429,6
2023,1417,1301,6
2023,1417,1158,6
2023,1417,1202,6
2023,1417,1364,6
2023,1417,1343,6
2023,1417,1369,6
2023,1417,1394,6
2023,1417,1222,5
2023,1417,1400,5
2023,1417,1462,5
2023,1417,1231,5
2023,1417,1274,5
2023,1417,1235,5
2023,1417,1401,5
2023,1417,1234,5
2023,1417,1120,5
2023,1417,1336,5
2023,1417,1280,5
2023,1417,1338,5
2023,1417,1179,5
2023,1417,1245,5
2023,1417,1244,5
2023,1417,1159,5
2023,1417,1297,5
2023,1417,1242,4
2023,1417,1211,3
2023,1417,1163,4
2023,1417,1388,4
2023,1417,1395,3
2023,1417,1321,2
2023,1417,1116,4
2023,1417,1228,4
2023,1417,1129,2
2023,1417,1113,3
2023,1417,1305,3
2023,1417,1433,4
2023,1417,1233,4
2023,1417,1213,3
2023,1417,1421,1
2023,1417,1224,4
2023,1211,1345,6
2023,1211,1266,6
2023,1211,1243,6
2023,1211,1397,6
2023,1211,1181,6
2023,1211,1246,6
2023,1211,1277,6
2023,1211,1272,6
2023,1211,1194,6
2023,1211,1425,6
2023,1211,1344,6
2023,1211,1331,6
2023,1211,1418,6
2023,1211,1286,6
2023,1211,1436,6
2023,1211,1192,6
2023,1211,1411,6
2023,1211,1104,6
2023,1211,1112,6
2023,1211,1124,6
2023,1211,1438,6
2023,1211,1361,6
2023,1211,1166,6
2023,1211,1281,6
2023,1211,1268,6
2023,1211,1452,6
2023,1211,1429,6
2023,1211,1301,6
2023,1211,1158,6
2023,1211,1202,6
2023,1211,1364,6
2023,1211,1343,6
2023,1211,1369,6
2023,1211,1394,6
2023,1211,1222,5
2023,1211,1400,5
2023,1211,1462,5
2023,1211,1231,5
2023,1211,1274,5
2023,1211,1235,5
2023,1211,1401,5
2023,1211,1234,5
2023,1211,1120,5
2023,1211,1336,5
2023,1211,1280,5
2023,1211,1338,5
2023,1211,1179,5
2023,1211,1245,5
2023,1211,1244,5
2023,1211,1159,5
2023,1211,1297,5
2023,1211,1242,4
2023,1211,1417,3
2023,1211,1163,4
2023,1211,1388,4
2023,1211,1395,2
2023,1211,1321,3
2023,1211,1116,4
2023,1211,1228,4
2023,1211,1129,3
2023,1211,1113,2
2023,1211,1305,2
2023,1211,1433,4
2023,1211,1233,4
2023,1211,1213,1
2023,1211,1421,3
2023,1211,1224,4
2023,1163,1345,6
2023,1163,1266,6
2023,1163,1243,6
2023,1163,1397,6
2023,1163,1181,6
2023,1163,1246,6
2023,1163,1277,6
2023,1163,1272,6
2023,1163,1194,6
2023,1163,1425,6
2023,1163,1344,6
2023,1163,1331,6
2023,1163,1418,6
2023,1163,1286,6
2023,1163,1436,6
2023,1163,1192,6
2023,1163,1411,6
2023,1163,1104,6
2023,1163,1112,6
2023,1163,1124,6
2023,1163,1438,6
2023,1163,1361,6
2023,1163,1166,6
2023,1163,1281,6
2023,1163,1268,6
2023,1163,1452,6
2023,1163,1429,6
2023,1163,1301,6
2023,1163,1158,6
2023,1163,1202,6
2023,1163,1364,6
2023,1163,1343,6
2023,1163,1369,6
2023,1163,1394,6
2023,1163,1222,5
2023,1163,1400,5
2023,1163,1462,5
2023,1163,1231,5
2023,1163,1274,5
2023,1163,1235,5
2023,1163,1401,5
2023,1163,1234,5
2023,1163,1120,5
2023,1163,1336,5
2023,1163,1280,5
2023,1163,1338,5
2023,1163,1179,5
2023,1163,1245,5
2023,1163,1244,5
2023,1163,1159,5
2023,1163,1297,5
2023,1163,1242,3
2023,1163,1417,4
2023,1163,1211,4
2023,1163,1388,2
2023,1163,1395,4
2023,1163,1321,4
2023,1163,1116,3
2023,1163,1228,3
2023,1163,1129,4
2023,1163,1113,4
2023,1163,1305,4
2023,1163,1433,2
2023,1163,1233,1
2023,1163,1213,4
2023,1163,1421,4
2023,1163,1224,3
2023,1388,1345,6
2023,1388,1266,6
2023,1388,1243,6
2023,1388,1397,6
2023,1388,1181,6
2023,1388,1246,6
2023,1388,1277,6
2023,1388,1272,6
2023,1388,1194,6
2023,1388,1425,6
2023,1388,1344,6
2023,1388,1331,6
2023,1388,1418,6
2023,1388,1286,6
2023,1388,1436,6
2023,1388,1192,6
2023,1388,1411,6
2023,1388,1104,6
2023,1388,1112,6
2023,1388,1124,6
2023,1388,1438,6
2023,1388,1361,6
2023,1388,1166,6
2023,1388,1281,6
2023,1388,1268,6
2023,1388,1452,6
2023,1388,1429,6
2023,1388,1301,6
2023,1388,1158,6
2023,1388,1202,6
2023,1388,1364,6
2023,1388,1343,6
2023,1388,1369,6
2023,1388,1394,6
2023,1388,1222,5
2023,1388,1400,5
2023,1388,1462,5
2023,1388,1231,5
2023,1388,1274,5
2023,1388,1235,5
2023,1388,1401,5
2023,1388,1234,5
2023,1388,1120,5
2023,1388,1336,5
2023,1388,1280,5
2023,1388,1338,5
2023,1388,1179,5
2023,1388,1245,5
2023,1388,1244,5
2023,1388,1159,5
2023,1388,1297,5
2023,1388,1242,3
2023,1388,1417,4
2023,1388,1211,4
2023,1388,1163,2
2023,1388,1395,4
2023,1388,1321,4
2023,1388,1116,3
2023,1388,1228,3
2023,1388,1129,4
2023,1388,1113,4
2023,1388,1305,4
2023,1388,1433,1
2023,1388,1233,2
2023,1388,1213,4
2023,1388,1421,4
2023,1388,1224,3
2023,1395,1345,6
2023,1395,1266,6
2023,1395,1243,6
2023,1395,1397,6
2023,1395,1181,6
2023,1395,1246,6
2023,1395,1277,6
2023,1395,1272,6
2023,1395,1194,6
2023,1395,1425,6
2023,1395,1344,6
2023,1395,1331,6
2023,1395,1418,6
2023,1395,1286,6
2023,1395,1436,6
2023,1395,1192,6
2023,1395,1411,6
2023,1395,1104,6
2023,1395,1112,6
2023,1395,1124,6
2023,1395,1438,6
2023,1395,1361,6
2023,1395,1166,6
2023,1395,1281,6
2023,1395,1268,6
2023,1395,1452,6
2023,1395,1429,6
2023,1395,1301,6
2023,1395,1158,6
2023,1395,1202,6
2023,1395,1364,6
2023,1395,1343,6
2023,1395,1369,6
2023,1395,1394,6
2023,1395,1222,5
2023,1395,1400,5
2023,1395,1462,5
2023,1395,1231,5
2023,1395,1274,5
2023,1395,1235,5
2023,1395,1401,5
2023,1395,1234,5
2023,1395,1120,5
2023,1395,1336,5
2023,1395,1280,5
2023,1395,1338,5
2023,1395,1179,5
2023,1395,1245,5
2023,1395,1244,5
2023,1395,1159,5
2023,1395,1297,5
2023,1395,1242,4
2023,1395,1417,3
2023,1395,1211,2
2023,1395,1163,4
2023,1395,1388,4
2023,1395,1321,3
2023,1395,1116,4
2023,1395,1228,4
2023,1395,1129,3
2023,1395,1113,1
2023,1395,1305,1
2023,1395,1433,4
2023,1395,1233,4
2023,1395,1213,2
2023,1395,1421,3
2023,1395,1224,4
2023,1321,1345,6
2023,1321,1266,6
2023,1321,1243,6
2023,1321,1397,6
2023,1321,1181,6
2023,1321,1246,6
2023,1321,1277,6
2023,1321,1272,6
2023,1321,1194,6
2023,1321,1425,6
2023,1321,1344,6
2023,1321,1331,6
2023,1321,1418,6
2023,1321,1286,6
2023,1321,1436,6
2023,1321,1192,6
2023,1321,1411,6
2023,1321,1104,6
2023,1321,1112,6
2023,1321,1124,6
2023,1321,1438,6
2023,1321,1361,6
2023,1321,1166,6
2023,1321,1281,6
2023,1321,1268,6
2023,1321,1452,6
2023,1321,1429,6
2023,1321,1301,6
2023,1321,1158,6
2023,1321,1202,6
2023,1321,1364,6
2023,1321,1343,6
2023,1321,1369,6
2023,1321,1394,6
2023,1321,1222,5
2023,1321,1400,5
2023,1321,1462,5
2023,1321,1231,5
2023,1321,1274,5
2023,1321,1235,5
2023,1321,1401,5
2023,1321,1234,5
2023,1321,1120,5
2023,1321,1336,5
2023,1321,1280,5
2023,1321,1338,5
2023,1321,1179,5
2023,1321,1245,5
2023,1321,1244,5
2023,1321,1159,5
2023,1321,1297,5
2023,1321,1242,4
2023,1321,1417,2
2023,1321,1211,3
2023,1321,1163,4
2023,1321,1388,4
2023,1321,1395,3
2023,1321,1116,4
2023,1321,1228,4
2023,1321,1129,1
2023,1321,1113,3
2023,1321,1305,3
2023,1321,1433,4
2023,1321,1233,4
2023,1321,1213,3
2023,1321,1421,2
2023,1321,1224,4
2023,1116,1345,6
2023,1116,1266,6
2023,1116,1243,6
2023,1116,1397,6
2023,1116,1181,6
2023,1116,1246,6
2023,1116,1277,6
2023,1116,1272,6
2023,1116,1194,6
2023,1116,1425,6
2023,1116,1344,6
2023,1116,1331,6
2023,1116,1418,6
2023,1116,1286,6
2023,1116,1436,6
2023,1116,1192,6
2023,1116,1411,6
2023,1116,1104,6
2023,1116,1112,6
2023,1116,1124,6
2023,1116,1438,6
2023,1116,1361,6
2023,1116,1166,6
2023,1116,1281,6
2023,1116,1268,6
2023,1116,1452,6
2023,1116,1429,6
2023,1116,1301,6
2023,1116,1158,6
2023,1116,1202,6
2023,1116,1364,6
2023,1116,1343,6
2023,1116,1369,6
2023,1116,1394,6
2023,1116,1222,5
2023,1116,1400,5
2023,1116,1462,5
2023,1116,1231,5
2023,1116,1274,5
2023,1116,1235,5
2023,1116,1401,5
2023,1116,1234,5
2023,1116,1120,5
2023,1116,1336,5
2023,1116,1280,5
2023,1116,1338,5
2023,1116,1179,5
2023,1116,1245,5
2023,1116,1244,5
2023,1116,1159,5
2023,1116,1297,5
2023,1116,1242,2
2023,1116,1417,4
2023,1116,1211,4
2023,1116,1163,3
2023,1116,1388,3
2023,1116,1395,4
2023,1116,1321,4
2023,1116,1228,1
2023,1116,1129,4
2023,1116,1113,4
2023,1116,1305,4
2023,1116,1433,3
2023,1116,1233,3
2023,1116,1213,4
2023,1116,1421,4
2023,1116,1224,2
2023,1228,1345,6
2023,1228,1266,6
2023,1228,1243,6
2023,1228,1397,6
2023,1228,1181,6
2023,1228,1246,6
2023,1228,1277,6
2023,1228,1272,6
2023,1228,1194,6
2023,1228,1425,6
2023,1228,1344,6
2023,1228,1331,6
2023,1228,1418,6
2023,1228,1286,6
2023,1228,1436,6
2023,1228,1192,6
2023,1228,1411,6
2023,1228,1104,6
2023,1228,1112,6
2023,1228,1124,6
2023,1228,1438,6
2023,1228,1361,6
2023,1228,1166,6
2023,1228,1281,6
2023,1228,1268,6
2023,1228,1452,6
2023,1228,1429,6
2023,1228,1301,6
2023,1228,1158,6
2023,1228,1202,6
2023,1228,1364,6
2023,1228,1343,6
2023,1228,1369,6
2023,1228,1394,6
2023,1228,1222,5
2023,1228,1400,5
2023,1228,1462,5
2023,1228,1231,5
2023,1228,1274,5
2023,1228,1235,5
2023,1228,1401,5
2023,1228,1234,5
2023,1228,1120,5
2023,1228,1336,5
2023,1228,1280,5
2023,1228,1338,5
2023,1228,1179,5
2023,1228,1245,5
2023,1228,1244,5
2023,1228,1159,5
2023,1228,1297,5
2023,1228,1242,2
2023,1228,1417,4
2023,1228,1211,4
2023,1228,1163,3
2023,1228,1388,3
2023,1228,1395,4
2023,1228,1321,4
2023,1228,1116,1
2023,1228,1129,4
2023,1228,1113,4
2023,1228,1305,4
2023,1228,1433,3
2023,1228,1233,3
2023,1228,1213,4
2023,1228,1421,4
2023,1228,1224,2
2023,1129,1345,6
2023,1129,1266,6
2023,1129,1243,6
2023,1129,1397,6
2023,1129,1181,6
2023,1129,1246,6
2023,1129,1277,6
2023,1129,1272,6
2023,1129,1194,6
2023,1129,1425,6
2023,1129,1344,6
2023,1129,1331,6
2023,1129,1418,6
2023,1129,1286,6
2023,1129,1436,6
2023,1129,1192,6
2023,1129,1411,6
2023,1129,1104,6
2023,1129,1112,6
2023,1129,1124,6
2023,1129,1438,6
2023,1129,1361,6
2023,1129,1166,6
2023,1129,1281,6
2023,1129,1268,6
2023,1129,1452,6
2023,1129,1429,6
2023,1129,1301,6
2023,1129,1158,6
2023,1129,1202,6
2023,1129,1364,6
2023,1129,1343,6
2023,1129,1369,6
2023,1129,1394,6
2023,1129,1222,5
2023,1129,1400,5
2023,1129,1462,5
2023,1129,1231,5
2023,1129,1274,5
2023,1129,1235,5
2023,1129,1401,5
2023,1129,1234,5
2023,1129,1120,5
2023,1129,1336,5
2023,1129,1280,5
2023,1129,1338,5
2023,1129,1179,5
2023,1129,1245,5
2023,1129,1244,5
2023,1129,1159,5
2023,1129,1297,5
2023,1129,1242,4
2023,1129,1417,2
2023,1129,1211,3
2023,1129,1163,4
2023,1129,1388,4
2023,1129,1395,3
2023,1129,1321,1
2023,1129,1116,4
2023,1129,1228,4
2023,1129,1113,3
2023,1129,1305,3
2023,1129,1433,4
2023,1129,1233,4
2023,1129,1213,3
2023,1129,1421,2
2023,1129,1224,4
2023,1113,1345,6
2023,1113,1266,6
2023,1113,1243,6
2023,1113,1397,6
2023,1113,1181,6
2023,1113,1246,6
2023,1113,1277,6
2023,1113,1272,6
2023,1113,1194,6
2023,1113,1425,6
2023,1113,1344,6
2023,1113,1331,6
2023,1113,1418,6
2023,1113,1286,6
2023,1113,1436,6
2023,1113,1192,6
2023,1113,1411,6
2023,1113,1104,6
2023,1113,1112,6
2023,1113,1124,6
2023,1113,1438,6
2023,1113,1361,6
2023,1113,1166,6
2023,1113,1281,6
2023,1113,1268,6
2023,1113,1452,6
2023,1113,1429,6
2023,1113,1301,6
2023,1113,1158,6
2023,1113,1202,6
2023,1113,1364,6
2023,1113,1343,6
2023,1113,1369,6
2023,1113,1394,6
2023,1113,1222,5
2023,1113,1400,5
2023,1113,1462,5
2023,1113,1231,5
2023,1113,1274,5
2023,1113,1235,5
2023,1113,1401,5
2023,1113,1234,5
2023,1113,1120,5
2023,1113,1336,5
2023,1113,1280,5
2023,1113,1338,5
2023,1113,1179,5
2023,1113,1245,5
2023,1113,1244,5
2023,1113,1159,5
2023,1113,1297,5
2023,1113,1242,4
2023,1113,1417,3
2023,1113,1211,2
2023,1113,1163,4
2023,1113,1388,4
2023,1113,1395,1
2023,1113,1321,3
2023,1113,1116,4
2023,1113,1228,4
2023,1113,1129,3
2023,1113,1305,0
2023,1113,1433,4
2023,1113,1233,4
2023,1113,1213,2
2023,1113,1421,3
2023,1113,1224,4
2023,1305,1345,6
2023,1305,1266,6
2023,1305,1243,6
2023,1305,1397,6
2023,1305,1181,6
2023,1305,1246,6
2023,1305,1277,6
2023,1305,1272,6
2023,1305,1194,6
2023,1305,1425,6
2023,1305,1344,6
2023,1305,1331,6
2023,1305,1418,6
2023,1305,1286,6
2023,1305,1436,6
2023,1305,1192,6
2023,1305,1411,6
2023,1305,1104,6
2023,1305,1112,6
2023,1305,1124,6
2023,1305,1438,6
2023,1305,1361,6
2023,1305,1166,6
2023,1305,1281,6
2023,1305,1268,6
2023,1305,1452,6
2023,1305,1429,6
2023,1305,1301,6
2023,1305,1158,6
2023,1305,1202,6
2023,1305,1364,6
2023,1305,1343,6
2023,1305,1369,6
2023,1305,1394,6
2023,1305,1222,5
2023,1305,1400,5
2023,1305,1462,5
2023,1305,1231,5
2023,1305,1274,5
2023,1305,1235,5
2023,1305,1401,5
2023,1305,1234,5
2023,1305,1120,5
2023,1305,1336,5
2023,1305,1280,5
2023,1305,1338,5
2023,1305,1179,5
2023,1305,1245,5
2023,1305,1244,5
2023,1305,1159,5
2023,1305,1297,5
2023,1305,1242,4
2023,1305,1417,3
2023,1305,1211,2
2023,1305,1163,4
2023,1305,1388,4
2023,1305,1395,1
2023,1305,1321,3
2023,1305,1116,4
2023,1305,1228,4
2023,1305,1129,3
2023,1305,1113,0
2023,1305,1433,4
2023,1305,1233,4
2023,1305,1213,2
2023,1305,1421,3
2023,1305,1224,4
2023,1433,1345,6
2023,1433,1266,6
2023,1433,1243,6
2023,1433,1397,6
2023,1433,1181,6
2023,1433,1246,6
2023,1433,1277,6
2023,1433,1272,6
2023,1433,1194,6
2023,1433,1425,6
2023,1433,1344,6
2023,1433,1331,6
2023,1433,1418,6
2023,1433,1286,6
2023,1433,1436,6
2023,1433,1192,6
2023,1433,1411,6
2023,1433,1104,6
2023,1433,1112,6
2023,1433,1124,6
2023,1433,1438,6
2023,1433,1361,6
2023,1433,1166,6
2023,1433,1281,6
2023,1433,1268,6
2023,1433,1452,6
2023,1433,1429,6
2023,1433,1301,6
2023,1433,1158,6
2023,1433,1202,6
2023,1433,1364,6
2023,1433,1343,6
2023,1433,1369,6
2023,1433,1394,6
2023,1433,1222,5
2023,1433,1400,5
2023,1433,1462,5
2023,1433,1231,5
2023,1433,1274,5
2023,1433,1235,5
2023,1433,1401,5
2023,1433,1234,5
2023,1433,1120,5
2023,1433,1336,5
2023,1433,1280,5
2023,1433,1338,5
2023,1433,1179,5
2023,1433,1245,5
2023,1433,1244,5
2023,1433,1159,5
2023,1433,1297,5
2023,1433,1242,3
2023,1433,1417,4
2023,1433,1211,4
2023,1433,1163,2
2023,1433,1388,1
2023,1433,1395,4
2023,1433,1321,4
2023,1433,1116,3
2023,1433,1228,3
2023,1433,1129,4
2023,1433,1113,4
2023,1433,1305,4
2023,1433,1233,2
2023,1433,1213,4
2023,1433,1421,4
2023,1433,1224,3
2023,1233,1345,6
2023,1233,1266,6
2023,1233,1243,6
2023,1233,1397,6
2023,1233,1181,6
2023,1233,1246,6
2023,1233,1277,6
2023,1233,1272,6
2023,1233,1194,6
2023,1233,1425,6
2023,1233,1344,6
2023,1233,1331,6
2023,1233,1418,6
2023,1233,1286,6
2023,1233,1436,6
2023,1233,1192,6
2023,1233,1411,6
2023,1233,1104,6
2023,1233,1112,6
2023,1233,1124,6
2023,1233,1438,6
2023,1233,1361,6
2023,1233,1166,6
2023,1233,1281,6
2023,1233,1268,6
2023,1233,1452,6
2023,1233,1429,6
2023,1233,1301,6
2023,1233,1158,6
2023,1233,1202,6
2023,1233,1364,6
2023,1233,1343,6
2023,1233,1369,6
2023,1233,1394,6
2023,1233,1222,5
2023,1233,1400,5
2023,1233,1462,5
2023,1233,1231,5
2023,1233,1274,5
2023,1233,1235,5
2023,1233,1401,5
2023,1233,1234,5
2023,1233,1120,5
2023,1233,1336,5
2023,1233,1280,5
2023,1233,1338,5
2023,1233,1179,5
2023,1233,1245,5
2023,1233,1244,5
2023,1233,1159,5
2023,1233,1297,5
2023,1233,1242,3
2023,1233,1417,4
2023,1233,1211,4
2023,1233,1163,1
2023,1233,1388,2
2023,1233,1395,4
2023,1233,1321,4
2023,1233,1116,3
2023,1233,1228,3
2023,1233,1129,4
2023,1233,1113,4
2023,1233,1305,4
2023,1233,1433,2
2023,1233,1213,4
2023,1233,1421,4
2023,1233,1224,3
2023,1213,1345,6
2023,1213,1266,6
2023,1213,1243,6
2023,1213,1397,6
2023,1213,1181,6
2023,1213,1246,6
2023,1213,1277,6
2023,1213,1272,6
2023,1213,1194,6
2023,1213,1425,6
2023,1213,1344,6
2023,1213,1331,6
2023,1213,1418,6
2023,1213,1286,6
2023,1213,1436,6
2023,1213,1192,6
2023,1213,1411,6
2023,1213,1104,6
2023,1213,1112,6
2023,1213,1124,6
2023,1213,1438,6
2023,1213,1361,6
2023,1213,1166,6
2023,1213,1281,6
2023,1213,1268,6
2023,1213,1452,6
2023,1213,1429,6
2023,1213,1301,6
2023,1213,1158,6
2023,1213,1202,6
2023,1213,1364,6
2023,1213,1343,6
2023,1213,1369,6
2023,1213,1394,6
2023,1213,1222,5
2023,1213,1400,5
2023,1213,1462,5
2023,1213,1231,5
2023,1213,1274,5
2023,1213,1235,5
2023,1213,1401,5
2023,1213,1234,5
2023,1213,1120,5
2023,1213,1336,5
2023,1213,1280,5
2023,1213,1338,5
2023,1213,1179,5
2023,1213,1245,5
2023,1213,1244,5
2023,1213,1159,5
2023,1213,1297,5
2023,1213,1242,4
2023,1213,1417,3
2023,1213,1211,1
2023,1213,1163,4
2023,1213,1388,4
2023,1213,1395,2
2023,1213,1321,3
2023,1213,1116,4
2023,1213,1228,4
2023,1213,1129,3
2023,1213,1113,2
2023,1213,1305,2
2023,1213,1433,4
2023,1213,1233,4
2023,1213,1421,3
2023,1213,1224,4
2023,1421,1345,6
2023,1421,1266,6
2023,1421,1243,6
2023,1421,1397,6
2023,1421,1181,6
2023,1421,1246,6
2023,1421,1277,6
2023,1421,1272,6
2023,1421,1194,6
2023,1421,1425,6
2023,1421,1344,6
2023,1421,1331,6
2023,1421,1418,6
2023,1421,1286,6
2023,1421,1436,6
2023,1421,1192,6
2023,1421,1411,6
2023,1421,1104,6
2023,1421,1112,6
2023,1421,1124,6
2023,1421,1438,6
2023,1421,1361,6
