Season,TeamID,G1,G2,G3,G4,G5
2010,1374,L,L,L,W,W
2010,1156,L,W,W,L,W
2010,1110,L,W,W,W,L
2010,1254,L,W,W,L,W
2010,1180,L,W,L,L,L
2010,1308,W,W,W,L,L
2010,1271,L,W,L,W,L
2010,1333,L,L,W,W,L
2010,1122,L,W,L,L,W
2010,1377,W,W,W,W,W
2010,1275,L,W,W,L,L
2010,1453,L,W,W,L,W
2010,1269,L,W,W,L,L
2010,1451,L,W,L,W,W
2010,1295,L,W,L,L,L
2010,1411,L,W,W,W,W
2010,1126,L,W,L,W,L
2010,1192,L,L,W,W,L
2010,1255,L,W,L,W,L
2010,1119,L,L,L,W,L
2010,1331,L,W,W,W,W
2010,1460,L,W,L,W,L
2010,1290,L,L,W,L,L
2010,1464,L,L,L,L,L
2010,3237,L,L,L,W,L
2010,3399,L,W,W,L,W
2010,3224,L,W,L,W,W
2010,3267,L,L,L,L,L
2010,3447,L,L,L,L,L
2010,3407,L,W,L,L,L
2010,3146,W,L,L,W,W
2010,3152,L,W,L,L,L
2010,3310,L,W,L,L,L
2010,3430,W,W,W,W,W
2010,3459,L,W,L,W,L
2010,3202,L,W,L,L,L
2010,3325,L,L,W,W,L
2010,3285,L,W,W,L,L
2010,3357,L,L,W,L,L
2010,3117,L,W,L,W,L
2010,3363,L,L,L,L,W
2010,3277,L,W,W,W,W
2010,3141,L,W,L,L,L
2010,3324,L,W,W,W,W
2010,3223,L,L,L,L,L
2010,3165,L,L,W,L,L
2010,3227,L,L,L,L,W
2010,3150,L,W,W,L,L
2010,3287,L,W,W,W,L
2010,3464,L,L,L,L,L
2010,3151,W,W,W,W,L
2010,3431,L,W,L,L,L
2010,3378,L,L,W,L,L
2010,3316,L,W,W,W,L
2010,3107,L,W,L,W,L
2010,3364,L,W,W,W,W
2010,3313,L,L,L,L,L
2010,3457,L,L,W,W,W
2010,3205,L,W,W,W,W
2010,3272,L,L,L,W,W
2010,3352,L,W,W,W,W
2010,3131,L,W,W,L,L
2010,3252,L,W,L,L,L
2010,3445,L,L,L,L,L
2010,3341,L,L,L,W,W
2010,3147,L,L,L,W,L
2010,3247,L,L,W,L,W
2010,3148,L,W,W,L,W
2010,3383,L,L,L,L,W
2010,3299,L,W,L,W,W
2010,3415,W,W,W,L,W
2010,3123,L,W,W,L,W
2010,3368,L,L,W,W,L
2010,3115,L,W,L,L,W
2010,3179,L,W,L,W,L
2010,3167,L,L,W,L,W
2010,3105,L,W,W,L,L
2010,3320,W,W,W,W,L
2010,3133,L,W,W,L,L
2010,3219,L,W,L,L,W
2010,3198,L,L,L,W,W
2010,3172,L,W,L,W,L
2010,3386,L,W,W,L,W
2010,3294,L,W,L,W,L
2010,3169,L,L,L,L,L
2010,3158,L,L,L,W,L
2010,3405,L,W,W,L,W
2010,3183,L,W,W,W,W
2010,3273,L,W,L,W,W
2010,3114,L,W,W,W,W
2010,3410,L,W,L,W,L
2010,3142,L,W,L,L,W
2010,3180,L,L,L,L,L
2010,3319,L,L,L,L,L
2010,3392,L,W,W,L,L
2010,3135,L,W,L,L,L
2010,3441,L,L,W,L,W
2010,3211,W,W,W,W,W
2010,3240,L,L,W,L,L
2010,3414,L,L,L,W,L
2010,3351,L,L,L,L,W
2010,3258,L,W,L,L,W
2010,3127,L,W,W,L,L
2010,3356,L,W,L,L,L
2010,3226,L,W,W,W,W
2010,3248,L,L,W,L,W
2010,3330,L,W,W,L,W
2010,3192,L,L,W,L,W
2010,3102,L,L,L,L,L
2010,3228,L,W,W,W,L
2010,3427,L,L,W,L,W
2010,3419,L,W,L,L,L
2010,3108,L,W,W,L,L
2010,3370,L,L,L,L,W
2010,3381,L,L,W,L,L
2010,3349,L,L,W,L,L
2010,3428,L,W,W,W,W
2010,3444,L,W,W,L,L
2010,3420,L,L,W,L,W
2010,3255,L,W,L,W,L
2010,3239,L,W,L,W,L
2010,3406,L,W,W,L,L
2010,3315,L,W,W,W,W
2010,3191,L,L,L,L,L
2010,3176,L,W,W,W,W
2010,3425,L,W,W,W,W
2010,3221,L,W,L,W,L
2010,1139,W,W,W,W,W
2010,1165,W,W,W,W,W
2010,1173,L,W,L,L,W
2010,1183,L,W,W,W,W
2010,1185,L,W,L,W,W
2010,1189,L,W,L,L,L
2010,1190,W,W,W,W,W
2010,1210,L,W,W,W,L
2010,1211,L,W,W,W,W
2010,1237,L,W,W,W,W
2010,1247,L,W,L,L,L
2010,1256,L,W,L,L,W
2010,1264,L,W,L,L,W
2010,1274,L,W,W,L,L
2010,1304,L,W,L,L,W
2010,1305,L,W,W,W,L
2010,1307,L,W,W,W,W
2010,1323,L,W,W,W,W
2010,1328,L,L,L,L,L
2010,1329,L,W,W,L,W
2010,1339,L,W,W,W,L
2010,1343,W,W,W,W,L
2010,1353,L,L,L,W,L
2010,1356,L,L,L,W,L
2010,1379,L,W,W,W,W
2010,1387,L,W,L,W,L
2010,1396,W,W,W,W,W
2010,3112,L,W,L,L,L
2010,3159,L,L,L,W,L
2010,3163,W,W,W,W,W
2010,3171,L,L,L,W,L
2010,3186,L,W,L,W,W
2010,3193,L,W,W,W,W
2010,3196,L,L,L,W,L
2010,3207,L,W,L,W,W
2010,3209,L,W,L,W,L
2010,3216,L,W,W,W,W
2010,3217,W,L,W,W,W
2010,3229,L,W,W,L,W
2010,3232,L,W,L,L,W
2010,3234,L,W,W,W,W
2010,3236,L,L,L,L,L
2010,3238,L,W,W,W,L
2010,3266,L,W,W,L,L
2010,3268,L,W,L,L,L
2010,3275,L,W,L,L,L
2010,3291,L,L,W,W,L
2010,3309,L,W,W,L,L
2010,3340,W,W,W,L,W
2010,3372,L,W,W,W,W
2010,3379,L,L,L,L,W
2010,3403,L,L,L,L,W
2010,3418,L,L,L,W,L
2010,3422,L,W,W,W,L
2010,3443,L,W,W,W,W
2010,1172,L,W,W,L,W
2010,1104,L,W,W,W,L
2010,1166,L,W,W,W,L
2010,1405,L,L,W,L,L
2010,1324,W,W,W,W,W
2010,1252,L,W,W,W,W
2010,1197,L,W,L,W,L
2010,1179,L,W,L,L,W
2010,1214,L,W,W,W,W
2010,1410,L,W,W,L,L
2010,1312,L,W,L,L,L
2010,1367,L,W,L,L,L
2010,1286,L,W,L,W,W
2010,1415,L,L,W,W,W
2010,1316,L,L,L,W,L
2010,1291,L,W,W,W,W
2010,1370,W,W,W,W,L
2010,1186,W,L,L,L,W
2010,1141,L,W,W,L,W
2010,1265,L,L,L,L,L
2010,1404,L,L,L,L,L
2010,1418,L,L,L,W,W
2010,1369,L,L,L,L,L
2010,1174,L,L,L,L,L
2010,3233,L,W,W,L,W
2010,3342,L,L,L,L,L
2010,3318,L,W,L,L,L
2010,3136,L,W,L,W,L
2010,3339,L,W,W,L,L
2010,3348,L,L,L,L,L
2010,3391,L,L,W,L,L
2010,3283,L,L,W,W,W
2010,3244,L,W,L,W,W
2010,3346,L,W,W,L,L
2010,3130,L,W,W,L,W
2010,3417,L,W,W,W,W
2010,3243,L,W,L,W,L
2010,3365,L,W,W,L,L
2010,3460,L,W,L,L,W
2010,3398,L,L,W,L,L
2010,3384,W,W,W,W,W
2010,3300,L,W,L,W,L
2010,3137,L,L,L,L,L
2010,3145,L,W,L,W,L
2010,3270,L,L,W,L,L
2010,3449,L,W,W,W,L
2010,3317,L,W,L,W,L
2010,3375,L,W,L,L,L
2010,3358,L,W,W,L,W
2010,3411,L,W,L,L,W
2010,3288,L,W,W,W,L
2010,3184,L,L,L,W,L
2010,1112,L,W,W,W,L
2010,1196,L,W,L,L,L
2010,1203,L,L,L,W,W
2010,1229,L,W,L,W,W
2010,1267,L,W,L,W,W
2010,1325,W,W,W,W,W
2010,1330,W,W,W,W,W
2010,1400,L,W,L,W,L
2010,1409,L,W,W,L,W
2010,1427,L,W,L,W,W
2010,1439,L,W,W,L,L
2010,1452,W,W,W,W,W
2010,1455,L,W,W,W,L
2010,1458,L,W,W,W,W
2010,3113,L,L,L,W,L
2010,3116,L,L,L,L,W
2010,3129,L,W,W,L,L
2010,3143,L,W,L,L,W
2010,3153,L,W,L,L,L
2010,3160,L,L,L,L,W
2010,3208,L,W,W,W,L
2010,3235,L,W,L,W,W
2010,3242,L,L,L,L,L
2010,3257,L,W,L,L,W
2010,3261,L,W,W,L,W
2010,3269,L,L,W,L,W
2010,3278,L,L,L,W,L
2010,3281,L,W,L,L,L
2010,3292,W,W,W,W,W
2010,3323,L,W,W,L,W
2010,3345,L,L,L,L,W
2010,3354,L,W,W,W,W
2010,3385,L,W,W,W,W
2010,3395,L,L,W,W,W
2010,3397,W,W,W,W,W
2010,3401,W,W,W,W,W
2010,3423,L,W,L,W,L
2010,3435,L,W,W,L,W
2010,3450,L,L,W,L,L
2010,3456,L,W,L,L,L
2010,3458,L,W,L,W,W
2010,1319,L,W,W,W,L
2010,1103,L,W,W,L,W
2010,1444,L,W,W,W,L
2010,1391,W,L,L,L,L
2010,1152,L,W,L,L,W
2010,1299,L,W,L,L,L
2010,1420,L,W,L,L,L
2010,1292,L,W,W,W,L
2010,1414,L,W,L,W,W
2010,1234,L,L,L,W,L
2010,1138,L,W,L,W,L
2010,1187,L,L,W,L,L
2010,1236,L,W,L,W,W
2010,3451,L,L,L,L,L
2010,3122,W,W,W,W,L
2010,3455,L,W,L,L,W
2010,3170,L,W,L,W,W
2010,3335,L,W,L,L,L
2010,3373,L,W,L,W,L
2010,3194,L,L,L,W,L
2010,3139,L,W,W,W,W
2010,3254,L,W,W,W,W
2010,3249,W,W,W,W,L
2010,3334,L,W,L,W,L
2010,3416,L,W,W,W,L
2010,3312,L,L,L,L,W
2010,3442,L,W,L,L,W
2010,3366,L,L,L,W,L
2010,3353,L,W,W,W,W
2010,3124,L,W,L,W,W
2010,3271,L,W,W,L,W
2010,3347,L,L,L,W,L
2010,1153,L,W,W,L,L
2010,1168,L,W,L,L,W
2010,1199,L,W,W,L,W
2010,1249,L,L,L,L,L
2010,1283,L,W,L,W,W
2010,1366,L,W,L,L,W
2010,1368,L,W,W,W,W
2010,1395,L,L,L,W,L
2010,1401,L,W,W,W,W
2010,1435,L,W,L,W,W
2010,1443,L,W,W,W,W
2010,3157,L,W,W,L,L
2010,3220,L,W,L,W,W
2010,3305,L,W,L,W,L
2010,3332,L,L,L,L,L
2010,3367,W,W,L,W,W
2010,3369,L,L,L,L,L
2010,3376,L,W,L,L,L
2010,3433,L,W,W,L,L
2010,3437,L,W,L,L,W
2010,1402,L,W,W,W,L
2010,1380,L,L,W,L,L
2010,1341,L,L,W,L,W
2010,1164,L,L,L,W,L
2010,1159,L,W,W,L,L
2010,1417,L,W,L,L,L
2010,1239,L,W,L,W,W
2010,1232,L,W,L,L,W
2010,1372,L,W,W,L,W
2010,1106,L,W,L,W,W
2010,1194,L,L,L,L,W
2010,1204,L,L,W,W,L
2010,1361,W,W,W,W,W
2010,1146,W,L,L,L,L
2010,1454,L,W,W,W,W
2010,3225,L,W,W,L,W
2010,3284,L,W,L,L,W
2010,1144,L,W,L,W,W
2010,1151,L,W,L,L,W
2010,1177,L,L,L,L,L
2010,1201,L,W,L,L,W
2010,1202,L,L,W,L,L
2010,1222,W,W,W,W,L
2010,1253,L,W,W,W,L
2010,1257,L,W,L,W,L
2010,1281,L,L,W,L,W
2010,1364,W,W,W,L,W
2010,1425,L,L,L,L,L
2010,3174,L,W,W,W,L
2010,3203,L,L,L,L,W
2010,3212,L,L,L,W,W
2010,3218,L,L,W,L,L
2010,3338,L,L,W,L,W
2010,3380,W,W,W,W,W
2010,3409,L,L,L,W,W
2010,3421,L,L,W,L,L
2010,1212,L,W,L,L,L
2010,1154,L,W,L,L,L
2010,1457,W,W,W,L,L
2010,1162,W,L,L,W,L
2010,1145,L,W,L,W,W
2010,1127,L,W,W,L,L
2010,1318,L,W,W,L,L
2010,1240,L,L,L,L,L
2010,1132,L,L,L,L,W
2010,3360,L,L,W,L,L
2010,3322,L,W,W,L,L
2010,3362,L,L,L,W,L
2010,3402,L,L,W,L,W
2010,1117,L,W,L,W,L
2010,1191,L,W,W,L,L
2010,1317,W,W,W,W,W
2010,1348,L,W,W,L,W
2010,1424,L,W,W,W,W
2010,3241,W,W,W,W,W
2010,3434,L,W,L,W,L
2010,1227,L,L,W,W,L
2010,1175,L,W,W,L,W
2010,1426,L,L,L,L,W
2010,1441,L,W,W,W,L
2010,1219,L,W,W,L,L
2010,3404,L,W,L,W,W
2010,3106,L,W,W,W,W
2010,3126,L,W,W,L,W
2010,3311,L,L,L,L,L
2010,3175,L,L,L,W,L
2010,3214,W,W,W,W,W
2010,1358,W,W,W,L,W
2010,1184,L,L,W,W,L
2010,1322,L,L,L,L,W
2010,3204,L,W,W,W,W
2010,3164,L,L,W,L,L
2010,3260,L,L,W,W,L
2010,1276,L,W,L,W,L
2010,1407,L,W,W,W,W
2010,1306,L,W,W,L,W
2010,1363,L,L,L,W,L
2010,3149,L,W,W,L,L
2010,1282,L,L,W,L,L
2010,1102,L,W,L,L,L
2010,1244,L,W,L,L,L
2010,1205,L,W,L,L,L
2010,3290,L,L,L,W,W
2010,1354,L,W,W,L,W
2011,1228,L,W,L,W,L
2011,1268,L,W,L,L,L
2011,1338,L,W,W,L,W
2011,1400,L,W,W,W,L
2011,1414,L,L,W,W,L
2011,1370,L,L,L,W,L
2011,1348,L,W,L,L,W
2011,1298,L,W,L,W,L
2011,1405,L,L,L,L,L
2011,1158,L,W,W,L,L
2011,1227,L,L,L,L,L
2011,1256,L,L,L,L,W
2011,1104,L,W,W,L,L
2011,1110,L,W,W,W,W
2011,1111,L,W,W,W,W
2011,1114,W,W,W,W,L
2011,1122,L,W,W,W,L
2011,1124,L,L,L,W,L
2011,1130,L,W,W,W,W
2011,1135,L,L,W,L,W
2011,1140,L,W,W,W,L
2011,1141,L,L,W,L,W
2011,1145,L,W,W,L,L
2011,1155,L,W,W,L,W
2011,1156,L,W,W,W,L
2011,1160,L,W,W,W,L
2011,1163,W,W,W,W,W
2011,1165,W,W,W,L,W
2011,1166,L,W,W,L,L
2011,1180,L,W,W,W,W
2011,1194,L,W,W,W,L
2011,1196,L,W,W,W,W
2011,1199,L,W,L,W,L
2011,1205,L,W,W,L,L
2011,1207,L,L,L,L,W
2011,1208,L,W,L,W,W
2011,1210,L,W,W,L,L
2011,1211,W,W,W,W,W
2011,1218,L,L,W,W,W
2011,1222,L,L,L,L,L
2011,1224,L,L,L,L,W
2011,1231,L,L,L,L,L
2011,1232,W,W,W,W,W
2011,1235,L,L,W,W,L
2011,1236,L,W,L,W,L
2011,1242,W,W,W,W,W
2011,1243,L,W,W,W,W
2011,1245,L,W,W,W,W
2011,1246,W,W,W,W,W
2011,1247,L,W,L,W,W
2011,1254,W,W,W,W,W
2011,1260,L,L,W,L,W
2011,1261,L,L,L,L,W
2011,1263,L,L,W,L,L
2011,1266,L,W,W,L,L
2011,1269,L,L,L,L,W
2011,1272,W,W,W,W,L
2011,1274,L,W,L,W,L
2011,1275,L,W,L,W,L
2011,1277,L,W,W,L,W
2011,1278,L,L,L,L,L
2011,1279,L,W,W,L,W
2011,1280,L,W,W,W,L
2011,1283,L,W,W,W,W
2011,1288,L,W,W,L,L
2011,1301,L,L,L,W,L
2011,1304,L,L,W,L,L
2011,1308,L,W,W,L,L
2011,1314,L,W,W,W,W
2011,1318,L,W,L,W,L
2011,1321,L,W,W,L,L
2011,1323,L,W,W,W,W
2011,1326,W,W,W,W,W
2011,1328,L,W,W,L,L
2011,1332,L,W,W,L,L
2011,1334,L,L,L,L,W
2011,1336,L,W,W,W,W
2011,1339,L,L,W,W,L
2011,1340,W,L,W,L,W
2011,1343,W,W,L,W,W
2011,1350,W,W,W,W,W
2011,1355,L,W,L,L,W
2011,1362,L,W,W,W,L
2011,1363,L,W,W,L,L
2011,1364,W,W,W,W,L
2011,1365,L,W,W,W,L
2011,1376,L,L,L,L,W
2011,1379,L,W,L,L,L
2011,1391,W,L,L,L,L
2011,1393,L,W,W,W,W
2011,1395,L,W,L,L,L
2011,1396,L,W,W,W,W
2011,1397,L,W,L,W,L
2011,1401,L,W,W,L,L
2011,1403,L,L,W,L,L
2011,1408,L,L,W,L,L
2011,1417,L,W,L,W,W
2011,1421,W,W,W,W,W
2011,1424,L,W,W,W,W
2011,1433,L,W,W,L,L
2011,1435,L,W,W,L,L
2011,1437,L,L,L,L,L
2011,1438,L,W,W,L,W
2011,1439,L,W,W,L,L
2011,1443,L,W,W,L,W
2011,1447,L,L,L,L,L
2011,1452,L,W,W,W,L
2011,1462,L,W,W,W,W
2011,1464,L,L,L,W,L
2011,3102,L,W,L,L,L
2011,3104,L,W,L,W,W
2011,3107,L,W,L,L,W
2011,3110,L,W,W,W,L
2011,3111,L,W,W,W,L
2011,3112,L,W,W,W,W
2011,3113,L,W,W,W,L
2011,3114,W,W,W,W,L
2011,3116,W,L,L,L,W
2011,3117,L,W,W,W,W
2011,3120,L,L,W,L,L
2011,3124,W,W,W,W,W
2011,3125,L,W,W,W,L
2011,3130,L,L,L,W,L
2011,3137,L,W,W,L,W
2011,3138,L,W,L,W,W
2011,3141,L,W,L,W,W
2011,3142,L,W,W,L,W
2011,3143,L,W,W,L,W
2011,3148,L,W,W,W,L
2011,3155,L,L,L,L,L
2011,3164,L,W,W,W,L
2011,3166,L,L,L,L,W
2011,3174,L,W,W,W,W
2011,3177,L,W,W,L,L
2011,3178,L,W,L,L,W
2011,3179,L,W,L,L,W
2011,3182,L,W,W,L,L
2011,3185,L,W,W,W,W
2011,3186,L,W,L,L,W
2011,3189,L,W,W,L,L
2011,3190,L,W,L,W,W
2011,3191,L,L,L,L,L
2011,3193,L,L,L,L,L
2011,3195,W,W,W,L,W
2011,3199,L,W,L,W,W
2011,3201,W,W,W,W,W
2011,3205,W,W,W,W,W
2011,3206,L,W,L,L,L
2011,3210,L,W,W,L,W
2011,3214,W,W,W,W,W
2011,3226,L,W,W,L,L
2011,3227,L,L,L,W,W
2011,3229,L,L,W,W,W
2011,3231,L,L,L,L,L
2011,3232,L,W,W,L,L
2011,3234,L,W,W,W,W
2011,3243,L,W,W,W,L
2011,3245,L,W,L,W,W
2011,3246,L,W,W,W,W
2011,3254,L,L,L,W,W
2011,3255,L,L,L,W,L
2011,3264,L,W,W,W,L
2011,3274,L,W,W,W,W
2011,3276,L,W,L,W,W
2011,3279,L,L,L,L,L
2011,3280,L,W,W,W,L
2011,3281,L,W,L,L,L
2011,3283,L,W,W,W,W
2011,3288,L,W,L,W,L
2011,3295,L,L,L,L,W
2011,3298,W,W,W,W,W
2011,3301,L,W,L,W,W
2011,3314,W,L,W,W,W
2011,3317,L,L,L,L,L
2011,3320,W,W,W,W,W
2011,3321,L,W,L,W,L
2011,3323,L,W,W,L,W
2011,3326,W,W,W,W,W
2011,3331,L,W,W,W,W
2011,3334,L,W,W,L,L
2011,3335,L,W,L,L,L
2011,3336,L,W,W,W,L
2011,3337,L,W,W,W,L
2011,3338,L,W,L,L,L
2011,3339,L,W,L,L,L
2011,3345,L,W,W,L,W
2011,3349,L,W,L,L,W
2011,3350,L,W,W,W,L
2011,3355,W,W,W,W,W
2011,3357,L,W,L,W,W
2011,3358,L,W,W,L,L
2011,3377,L,W,W,W,W
2011,3378,L,W,W,L,L
2011,3379,L,L,L,L,L
2011,3382,L,W,W,W,W
2011,3385,L,W,L,W,W
2011,3386,L,W,W,L,W
2011,3388,L,W,W,L,W
2011,3392,L,W,W,L,L
2011,3393,L,W,L,W,W
2011,3395,L,W,W,W,W
2011,3397,W,W,W,W,W
2011,3400,L,W,L,W,L
2011,3403,L,W,W,L,W
2011,3404,W,W,W,W,W
2011,3405,L,W,W,L,W
2011,3413,W,W,W,W,W
2011,3415,L,W,W,W,W
2011,3417,L,W,W,W,W
2011,3424,L,W,L,L,W
2011,3425,L,W,W,W,L
2011,3428,W,W,W,W,L
2011,3433,L,W,W,W,L
2011,3437,L,W,W,L,L
2011,3438,L,W,L,L,W
2011,3439,L,L,L,L,L
2011,3444,L,L,W,W,L
2011,3447,L,L,W,L,L
2011,3451,L,L,W,W,L
2011,3452,L,W,W,L,L
2011,3458,L,L,W,L,L
2011,3460,L,W,W,L,L
2011,3461,L,L,W,W,W
2011,3462,W,W,W,W,W
2011,3463,W,L,W,W,W
2011,1197,L,L,L,L,W
2011,1384,L,L,W,W,L
2011,1409,L,W,W,W,W
2011,1374,L,L,L,L,W
2011,1387,L,L,W,W,W
2011,1212,L,W,W,W,W
2011,1383,L,W,W,W,W
2011,1200,W,L,L,L,L
2011,1201,L,W,L,L,W
2011,1168,L,W,W,L,L
2011,1382,L,W,L,L,W
2011,1441,L,W,W,L,W
2011,1136,L,L,L,L,W
2011,1226,L,L,L,W,L
2011,1392,L,W,W,W,W
2011,1107,L,W,W,W,W
2011,1106,W,W,W,L,W
2011,1259,L,L,W,W,L
2011,1413,L,W,L,L,L
2011,1423,L,L,L,L,W
2011,1316,L,W,W,W,W
2011,1150,L,L,L,L,L
2011,1330,W,W,W,W,W
2011,1290,L,W,W,L,L
2011,1149,L,L,W,W,W
2011,1380,L,L,L,L,L
2011,1286,L,W,L,W,L
2011,1311,L,L,W,L,W
2011,1132,L,W,W,L,L
2011,1195,W,L,W,W,W
2011,1410,L,L,W,L,L
2011,1319,L,W,W,L,W
2011,1188,L,L,L,L,L
2011,1255,W,W,L,L,L
2011,1241,L,W,L,W,W
2011,1233,L,W,W,W,W
2011,1190,L,W,W,W,L
2011,1162,W,L,L,L,L
2011,1313,L,W,W,W,L
2011,1184,L,L,L,L,L
2011,1322,L,W,L,W,W
2011,1430,L,W,W,W,W
2011,1341,L,W,W,L,L
2011,1351,L,W,W,W,W
2011,1147,L,W,L,L,L
2011,1239,L,L,L,W,W
2011,1406,L,L,L,L,L
2011,1185,L,W,L,L,L
2011,1459,W,W,W,W,W
2011,1117,L,W,W,W,L
2011,1398,L,W,W,W,L
2011,1331,L,W,W,W,W
2011,1258,L,W,L,L,L
2011,1399,L,W,W,W,W
2011,1377,L,W,W,W,L
2011,1418,L,W,W,W,W
2011,1252,L,L,W,L,W
2011,1131,W,W,W,W,W
2011,1296,L,L,W,W,L
2011,1204,L,L,L,W,L
2011,1299,L,L,W,W,W
2011,1164,L,W,W,L,W
2011,1295,L,W,L,L,L
2011,1431,L,W,W,W,W
2011,1250,L,W,L,L,W
2011,1454,L,W,W,W,L
2011,1337,L,W,L,L,L
2011,1353,L,W,L,W,L
2011,1154,L,L,W,L,L
2011,1183,L,L,W,L,L
2011,1186,L,W,W,L,L
2011,1176,L,L,L,L,W
2011,1167,L,L,L,L,L
2011,1189,L,W,W,L,W
2011,1378,L,W,L,L,W
2011,1448,L,L,L,L,L
2011,1320,L,L,L,L,W
2011,1238,L,W,W,L,L
2011,1371,L,W,W,L,L
2011,1151,L,W,L,W,L
2011,1108,L,L,W,L,L
2011,1419,L,L,W,L,L
2011,1271,L,W,W,W,L
2011,1169,L,W,W,L,W
2011,1120,L,W,W,L,L
2011,1415,L,W,W,L,W
2011,1422,L,W,L,W,L
2011,1342,W,L,L,W,W
2011,1137,W,W,W,W,W
2011,1456,L,W,L,W,W
2011,1144,L,L,L,L,W
2011,1386,L,W,W,W,L
2011,1248,L,W,W,L,W
2011,1324,W,W,W,W,W
2011,1444,L,W,W,W,W
2011,1359,L,L,L,L,L
2011,3252,L,W,L,L,L
2011,3398,L,L,W,W,L
2011,3135,W,W,W,L,L
2011,3187,L,W,W,W,W
2011,3267,L,W,L,L,W
2011,3455,L,W,W,W,W
2011,3319,W,L,W,L,L
2011,3172,L,W,W,L,W
2011,3197,L,W,L,W,L
2011,3394,L,L,L,L,L
2011,3273,L,L,L,L,L
2011,3198,L,W,W,W,W
2011,3457,L,W,L,L,L
2011,3131,L,W,W,W,L
2011,3351,L,W,L,L,W
2011,3224,L,W,W,W,L
2011,3299,L,W,L,W,W
2011,3370,W,L,L,L,L
2011,3353,L,W,W,W,W
2011,3216,W,W,W,W,W
2011,3422,L,L,L,L,W
2011,3406,L,L,L,L,W
2011,3251,L,W,W,W,W
2011,3420,L,W,W,W,W
2011,3434,L,L,L,L,L
2011,3324,L,W,W,W,L
2011,3282,L,L,W,W,L
2011,3250,L,W,W,W,W
2011,3260,L,W,L,L,L
2011,3168,L,L,L,W,L
2011,3200,L,L,W,L,W
2011,3151,L,W,W,W,W
2011,3132,W,W,W,W,W
2011,3346,L,L,W,W,L
2011,3371,L,L,L,L,L
2011,3106,L,L,W,W,L
2011,3365,L,W,L,W,W
2011,3459,L,W,L,L,L
2011,3269,L,L,L,W,L
2011,3209,L,W,L,W,L
2011,3241,W,W,W,W,L
2011,3258,L,W,L,L,L
2011,3310,L,L,L,L,L
2011,3228,L,W,W,L,L
2011,3123,L,L,L,L,L
2011,3202,L,W,W,W,L
2011,3380,L,W,W,L,W
2011,3212,L,W,W,W,L
2011,3145,L,W,L,W,W
2011,3287,L,W,L,W,W
2011,3162,L,W,L,W,L
2011,3144,L,W,W,L,L
2011,3383,L,L,L,L,L
2011,3244,L,L,L,W,L
2011,3108,L,W,L,W,W
2011,3238,L,L,L,W,L
2011,3367,W,L,W,W,W
2011,3272,L,W,W,L,L
2011,3249,L,W,L,W,W
2011,3188,L,L,W,W,L
2011,3308,L,W,W,L,W
2011,3373,L,W,W,L,W
2011,3158,L,L,W,W,W
2011,3316,L,L,L,W,W
2011,3372,L,W,L,W,L
2011,3161,L,W,L,W,L
2011,3171,L,L,L,L,L
2011,3306,L,L,W,L,L
2011,3396,L,W,L,W,W
2011,3426,L,W,L,L,L
2011,3170,W,L,L,L,L
2011,3136,W,W,L,L,L
2011,3173,L,W,W,W,W
2011,3364,L,W,W,W,W
2011,3464,L,W,W,L,L
2011,3129,L,L,L,W,L
2011,3122,L,W,W,W,L
2011,3286,L,L,W,L,W
2011,3441,L,W,L,W,L
2011,3430,L,W,W,W,L
2011,3389,L,W,W,W,L
2011,3369,L,L,L,L,L
2011,3294,L,L,W,W,W
2011,3239,L,W,W,L,L
2011,3270,W,W,W,W,W
2011,3127,L,W,L,W,W
2011,3265,W,W,W,W,W
2011,3344,L,W,L,L,W
2011,3450,L,L,L,L,L
2011,3407,L,L,L,L,L
2011,3318,L,L,L,L,L
2011,3223,L,W,L,L,L
2011,3257,L,W,L,W,W
2011,3290,L,W,W,W,W
2011,3307,L,W,W,W,L
2011,3356,L,L,L,L,L
2011,3384,W,W,W,W,W
2011,3362,L,L,L,L,L
2011,3285,W,W,W,W,L
2011,3361,L,L,L,L,W
2011,3381,L,L,W,W,W
2011,3211,W,W,W,W,W
2011,3374,L,L,W,L,L
2011,3219,L,W,W,L,W
2011,3247,L,W,L,L,W
2011,3220,L,W,W,W,W
2011,3342,L,L,W,L,L
2011,3183,L,W,W,W,W
2011,3119,L,L,W,W,L
2011,3363,L,L,L,L,L
2011,3259,L,W,W,L,W
2011,3387,L,L,L,L,L
2011,3237,L,L,L,W,L
2011,3176,L,W,W,W,W
2011,3376,L,W,L,L,W
2011,3221,L,L,W,L,L
2011,1127,L,W,L,L,L
2011,1138,L,W,L,W,L
2011,1148,L,W,L,L,L
2011,1161,L,L,W,L,L
2011,1173,L,W,W,W,L
2011,1179,L,L,W,W,L
2011,1193,L,W,L,W,W
2011,1206,L,W,W,W,W
2011,1264,L,L,L,W,L
2011,1276,L,W,W,W,L
2011,1305,L,W,L,W,L
2011,1307,L,W,W,W,W
2011,1325,L,W,L,W,W
2011,1329,L,W,L,W,W
2011,1335,L,W,L,L,W
2011,1344,L,W,L,L,L
2011,1346,L,W,W,W,W
2011,1352,L,W,W,W,W
2011,1361,W,W,W,W,W
2011,1412,L,W,W,W,W
2011,1425,L,W,W,L,W
2011,1429,W,W,W,W,W
2011,1436,L,W,L,L,W
2011,1449,W,W,W,L,W
2011,1450,L,L,W,W,L
